Geoname ID,Name,ASCII Name,Alternate Names,Feature Class,Feature Code,Country Code,Country name EN,Country Code 2,Admin1 Code,Admin2 Code,Admin3 Code,Admin4 Code,Population,Elevation,DIgital Elevation Model,Timezone,Modification date,LABEL EN,Coordinates
6615326,Vecrīga,Vecriga,"Centro Historico de Riga,Centro Histórico de Riga,Oude Stad,Riian vanhakaupunki,Stara Riga,Stare Miasto w Rydze,Stare misto,Staryj gorod,Vecriga,Vecryga,Vecrīga,dzveli riga,li jia lao cheng,Старе місто,Старый город,ძველი რიგა,里加老城",P,PPL,LV,Latvia,,25,0010000,,,3336,,17,Europe/Riga,2021-11-10,Latvia,"56.94966, 24.10418"
454408,Vecpiebalga,Vecpiebalga,"Myza Vetspiebalgas,Vecpiebalga,Vecpiebalgas Muiza,Vecpiebalgas Muiža,Vetspiyebalga",P,PPLA2,LV,Latvia,,05,0429392,,,596,,212,Europe/Riga,2021-08-16,Latvia,"57.0609, 25.81624"
459220,Jumprava,Jumprava,"Jumprava,Yumprava",P,PPL,LV,Latvia,,21,,,,2177,,70,Europe/Riga,2010-10-27,Latvia,"56.67613, 24.9721"
461064,Berģi,Bergi,"Bergi,Berģi,Juglasciems",P,PPLA,LV,Latvia,,25,0010000,,,0,,14,Europe/Riga,2016-12-02,Latvia,"56.98639, 24.29917"
461336,Auce,Auce,"Auce,Aucė,Autse,Autz",P,PPLA2,LV,Latvia,,08,0460805,,,3125,,91,Europe/Riga,2021-08-16,Latvia,"56.45981, 22.90169"
455915,Sala,Sala,,P,PPLA2,LV,Latvia,,10,0568786,,,0,,83,Europe/Riga,2021-08-16,Latvia,"56.50675, 25.76423"
456341,Ragana,Ragana,"Ragana,Raganas,Рагана",P,PPLA2,LV,Latvia,,C7,0806968,,,0,,48,Europe/Riga,2021-08-16,Latvia,"57.18074, 24.70731"
457052,Olaine,Olaine,"Olaine,Olayne",P,PPLA,LV,Latvia,,A2,0801009,,,12584,,8,Europe/Riga,2018-03-06,Latvia,"56.79472, 23.9358"
457954,Liepāja,Liepaja,"LPX,Leepaja,Lepaya,Libau,Libava,Liepagia,Liepaiya,Liepaja,Liepaya,Liepoja,Liepāja,Lietaja,Lietaya,Lijepaja,Lipawa,Liyepaya,li ye pa ya,lipaya,liyepaya,lyypʼyh,riepaya,Λιεπάγια,Λιεπαγια,Либава,Лиепая,Лијепаја,Ліепая,Лієпая,לייפאיה,लीपाया,ლიეპაია,リエパーヤ,利耶帕亚,리예파야",P,PPLA,LV,Latvia,,16,0170000,,,85132,,6,Europe/Riga,2023-03-23,Latvia,"56.50474, 21.01085"
458995,Karosta,Karosta,"Kara Osta,Karaosta,Karosta,Karya Osta,Port Aleksandra III,Кароста,Порт Александра III",P,PPLX,LV,Latvia,,16,0170000,,,7500,,9,Europe/Riga,2018-01-09,Latvia,"56.55128, 21.01287"
461442,Ape,Ape,"Ape,Ope,Апе",P,PPLA2,LV,Latvia,,D1,0360805,,,1521,,82,Europe/Riga,2021-08-16,Latvia,"57.53928, 26.69291"
455910,Salacgrīva,Salacgriva,"Salacgriva,Salacgryva,Salacgrīva,Salatsgriva,Salatsi,Salismunde,Salismünde,sa la ci ge li wa,salakghryfa,salakgrywa,Салацгрива,Салацгріва,سالاكغريفا,سالاکگریوا,薩拉茨格里瓦",P,PPL,LV,Latvia,,18,0661415,,,2579,,7,Europe/Riga,2021-11-09,Latvia,"57.75312, 24.35895"
457615,Matīši,Matisi,"Matishi,Matisi,Matīši,Матиши",P,PPLA2,LV,Latvia,,31,0967170,,,0,,69,Europe/Riga,2021-08-16,Latvia,"57.69892, 25.15886"
458065,Lieģi,Liegi,"Liege,Lieges Muiza,Lieges Muiža,Liegi,Lieģi,Myza Liyege",P,PPLA2,LV,Latvia,,DN,0640888,,,0,,47,Europe/Riga,2021-08-16,Latvia,"56.58173, 21.33399"
458511,Krustpils,Krustpils,"Kreutzburg,Krustpilis,Krustpils,Krystapils,Krystapiļs,Kryzborg,Kryżborg,Крустпилс,Крустпілс",P,PPL,LV,Latvia,,10,,,,6680,,91,Europe/Riga,2015-11-03,Latvia,"56.51068, 25.86117"
460285,Drabeši,Drabesi,"Drabeshi,Drabesi,Drabesu Muiza,Drabeši,Drabešu Muiža,Myza Drabeshi,Myza Drabeshu",P,PPLA2,LV,Latvia,,05,0424746,,,0,,147,Europe/Riga,2021-08-16,Latvia,"57.24316, 25.27748"
460568,Cesvaine,Cesvaine,"Cesvaine,Cesvaines Muiza,Cesvaines Muiža,Cesvajne,Tsesvayne,Цесвайне",P,PPL,LV,Latvia,,20,0700807,,,1239,,166,Europe/Riga,2021-11-09,Latvia,"56.96754, 26.30764"
457965,Lielvārde,Lielvarde,"Lielvarde,Lielvardė,Lielvārde,Liyelvarde,li ye er wa er dai,lielbaleude,lyfardy,lylwardh,ryeruvuade,Лиелварде,Лієлварде,ليفاردي,لیلوارده,リェルヴァーデ,利耶爾瓦爾代,리엘바르데",P,PPLA2,LV,Latvia,,21,0741413,,,5114,,47,Europe/Riga,2021-08-16,Latvia,"56.72066, 24.80743"
461602,Aizpute,Aizpute,"Aispute,Aizpute,Aizputė,Ayzpute,Gazenpot,Hasenpot,Hasenpoth,Hazenpot",P,PPLA2,LV,Latvia,,DN,0640605,,,5634,,62,Europe/Riga,2021-08-16,Latvia,"56.72108, 21.60156"
455937,Sabile,Sabile,"Sabile,Zabeln,Сабиле",P,PPL,LV,Latvia,,28,0880213,,,1347,,40,Europe/Riga,2021-11-10,Latvia,"57.04577, 22.57261"
461114,Bauska,Bauska,"Baouska,Bauska,Bauske,Bauskė,Bosko,bao si ka,basaka,bausaka,bauseuka,bawska,Μπάουσκα,Бауска,Баўска,באוסקה,باساكا,باوسکا,ਬੌਸਕਾ,ბაუსკა,包斯卡,바우스카",P,PPLA,LV,Latvia,,04,0400201,,,10532,,30,Europe/Riga,2020-05-07,Latvia,"56.40794, 24.19443"
454714,Ulbroka,Ulbroka,"Sarkanmuiza,Sarkanmuiža,Ulbroka,Ulbroke",P,PPLA,LV,Latvia,,B5,0809600,,,2800,,21,Europe/Riga,2021-08-04,Latvia,"56.9363, 24.30387"
454910,Tērvete,Tervete,"Kalna Muizas Centrs,Kalna Muižas Centrs,Kalnamuiza,Kalnamuiža,Kalnamuyzha,Tervete,Tervetes,Tērvete,Тервете",P,PPL,LV,Latvia,,08,0468988,,,2132,,44,Europe/Riga,2021-08-16,Latvia,"56.47989, 23.38895"
455427,Smārde,Smarde,"Myza Smarde,Smarde,Smardes Muiza,Smārde,Smārdes Muiža,Vecsmardes Pusmuizas Centrs,Vecsmārdes Pusmuižas Centrs,Смарде",P,PPLA2,LV,Latvia,,29,0905182,,,734,,21,Europe/Riga,2021-08-16,Latvia,"56.9542, 23.33736"
455812,Saulkrasti,Saulkrasti,"Neibade,Neybade,Saulkrastai,Saulkraste,Saulkrasti,Saulkrasty,Saulkrastē,sawlkrasty,shao er ke la si di,Саулкрасти,Саулкрасты,ساولكراستي,ساولکراستی,紹爾克拉斯蒂",P,PPLA,LV,Latvia,,C5,0801413,,,3184,,13,Europe/Riga,2016-12-02,Latvia,"57.26224, 24.41471"
456635,Pļaviņas,Plavinas,"Plavinas,Plavinyas,Pljavinjas,Plyavinas,Plyavinyas,Pļaviņas,Плявиняс",P,PPLA2,LV,Latvia,,01,0321413,,,3848,,75,Europe/Riga,2021-08-16,Latvia,"56.6178, 25.72552"
457799,Lubāna,Lubana,"Lubahn,Lubana,Lubāna,Лубана",P,PPL,LV,Latvia,,20,0701413,,,1918,,95,Europe/Riga,2021-11-10,Latvia,"56.90425, 26.71606"
864723,Mārupe,Marupe,,P,PPLA,LV,Latvia,,95,0807600,,,0,,11,Europe/Riga,2016-12-02,Latvia,"56.90544, 24.05113"
456185,Riebiņi,Riebini,"Riebini,Riebiņi",P,PPLA2,LV,Latvia,,22,0766362,,,0,,139,Europe/Riga,2021-08-16,Latvia,"56.3428, 26.79995"
458623,Krāslava,Kraslava,"Dynasaiforgardr,Dynasaiforgarðr,Kraaslava,Kraslau,Kraslava,Kraslaw,Krasław,Kreslau,Kreslavka,Kreslawka,Kruoslova,Krāslava,karasalava,ke la si la wa,keulaseullaba,kraslafa,kraslawa,Краслава,كراسلافا,کراسلاوا,ਕਰਾਸਲਾਵਾ,克拉斯拉瓦,크라슬라바",P,PPLA,LV,Latvia,,14,0600201,,,11088,,114,Europe/Riga,2019-09-05,Latvia,"55.89514, 27.16799"
455718,Sigulda,Sigulda,"Segewold,Segolda,Sigulda,Sėgolda,sigulda,suiguruda,sygwldh,xi gu er da,Сигулда,Сігулда,סיגולדה,სიგულდა,スィグルダ,錫古爾達,시굴다",P,PPLA,LV,Latvia,,C7,0801615,,,10422,,100,Europe/Riga,2018-03-06,Latvia,"57.15375, 24.85953"
457533,Mazsalaca,Mazsalaca,"Mazsalaca,Mazsalace,Mazsalatsa,Mazsalatse,Salisburg",P,PPLA2,LV,Latvia,,31,0961011,,,2412,,58,Europe/Riga,2021-08-16,Latvia,"57.86329, 25.05475"
460885,Bolderaja,Bolderaja,"Bol'deraa,Bolderaa,Bolderaj,Bolderaja,Bolderāja,Болдерай,Болдерая,Больдераа",P,PPLX,LV,Latvia,,25,0010000,,,14771,9.0,7,Europe/Riga,2016-12-02,Latvia,"57.03132, 24.05571"
461534,Alsunga,Alsunga,"Alshvanga,Alsung,Alsunga,Alsvanga,Alšvanga,Алсунга",P,PPLA2,LV,Latvia,,15,0624200,,,940,,33,Europe/Riga,2021-08-16,Latvia,"56.98194, 21.55938"
461566,Aknīste,Akniste,"Akniste,Aknīste,Акнисте",P,PPLA2,LV,Latvia,,10,0560805,,,1314,,91,Europe/Riga,2021-08-16,Latvia,"56.16152, 25.74783"
454848,Tīreļi,Tireli,"Kalnciema Muiza,Kalnciema Muiža,Kalnciems,Kalnciems Muiza,Kalnciems Muiža,Kalntsiems,Kalntsiyems,Myza Kalntsiema,Tireli,Tīreļi",P,PPL,LV,Latvia,,12,0540286,,,2103,,4,Europe/Riga,2016-12-02,Latvia,"56.83991, 23.58902"
455786,Seda,Seda,"Salanietis,Salanyetys,Seda,Sedaskudra,Sedaskūdra,Tomeni,Tomēni,Седа",P,PPL,LV,Latvia,,31,0941813,,,1098,,56,Europe/Riga,2021-11-09,Latvia,"57.65042, 25.75089"
456530,Preiļi,Preili,"Prehjli,Preila,Preili,Preiliai,Preilā,Preiļi,Prejli,Preli,Preyli,Prieli,bryly,peuleilli,pryly,pu lei li,Прейли,Прейлі,Прејли,Прэйлі,بريلي,پریلی,普雷利,프레일리",P,PPLA,LV,Latvia,,22,0760201,,,8656,,127,Europe/Riga,2019-09-05,Latvia,"56.29444, 26.72459"
460019,Engure,Engure,"Anger,Engurciems,Engure",P,PPL,LV,Latvia,,29,,,,1600,,6,Europe/Riga,2010-12-04,Latvia,"57.16061, 23.22527"
